question,answer
ਗੁਰੂ ਰਾਮ ਦਾਸ ਜੀ ਨੇ ਸਿੱਖ ਧਰਮ ਲਈ ਕੀ ਯੋਗਦਾਨ ਦਿੱਤਾ?,ਆਨੰਦਪੁਰ ਸ਼ਹਿਰ ਦੀ ਸਥਾਪਨਾ ਅਤੇ ਕਾਰਤਿਕ ਮਹੀਨੇ ਵਿੱਚ ਲੰਗਰ ਪ੍ਰatha ਨੂੰ ਮਜ਼ਬੂਤ ਕਰਨਾ।
ਗੁਰੂ ਰਾਮ ਦਾਸ ਜੀ ਦੇ ਮਾਪੇ ਕੌਣ ਸਨ?,ਗੁਰੂ ਰਾਮ ਦਾਸ ਜੀ ਦੇ ਮਾਪੇ ਬਾਬਾ ਭਰਥਰ ਅਤੇ ਮਾਤਾ ਸੁਖਦਾਤੀ ਸਨ।
ਗੁਰੂ ਰਾਮ ਦਾਸ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਕੌਣ ਸੀ?,ਗੁਰੂ ਰਾਮ ਦਾਸ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਮਾਤਾ ਬੀਬੀ ਭਾਨਾ ਜੀ ਸੀ।
ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੀ ਜਨਮ ਤਾਰੀਖ ਕੀ ਹੈ?,"ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦਾ ਜਨਮ 15 ਅਗਸਤ 1563 ਨੂੰ ਚਿਕਾ, ਅੰਮ੍ਰਿਤਸਰ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੀ ਮੌਤ ਕਦੋਂ ਹੋਈ?,"ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੀ ਮੌਤ 30 ਮਈ 1606 ਨੂੰ ਲਾਹੌਰ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਹੋਈ।"
ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਨੇ ਸਿੱਖ ਧਰਮ ਲਈ ਕੀ ਯੋਗਦਾਨ ਦਿੱਤਾ?,ਆਦੀ ਗ੍ਰੰਥ ਸਾਹਿਬ ਦੀ ਸੰਪਾਦਨਾ ਅਤੇ ਜਾਪੀ ਸਾਹਿਬ ਦੀ ਰਚਨਾ।
ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੇ ਮਾਪੇ ਕੌਣ ਸਨ?,ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੇ ਮਾਪੇ ਬਾਬਾ ਭਰਥਰ ਅਤੇ ਮਾਤਾ ਸੁਖਦਾਤੀ ਸਨ।
ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਕੌਣ ਸੀ?,ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਮਾਤਾ ਗੁਜਰੀ ਜੀ ਸੀ।
ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦੀ ਜਨਮ ਤਾਰੀਖ ਕੀ ਹੈ?,"ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦਾ ਜਨਮ 19 ਜੂਨ 1595 ਨੂੰ ਵਧਾਰਾ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦੀ ਮੌਤ ਕਦੋਂ ਹੋਈ?,"ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦੀ ਮੌਤ 3 ਮਈ 1644 ਨੂੰ ਸ੍ਰੀ ਅੰਮ੍ਰਿਤ ਸਾਹਿਬ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਹੋਈ।"
ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਨੇ ਸਿੱਖ ਧਰਮ ਲਈ ਕੀ ਯੋਗਦਾਨ ਦਿੱਤਾ?,ਮਿਰੀ-ਪਿਰੀ ਸੰਕਲਪ ਦੀ ਸ਼ੁਰੂਆਤ ਅਤੇ ਸਿਖਾਂ ਨੂੰ ਹਥਿਆਰ ਧਰਾਉਣਾ।
ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦੇ ਮਾਪੇ ਕੌਣ ਸਨ?,ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦੇ ਮਾਪੇ ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਅਤੇ ਮਾਤਾ ਗੁਜਰੀ ਜੀ ਸਨ।
ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਕੌਣ ਸੀ?,ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਮਾਤਾ ਸੁਖਰਣੀ ਜੀ ਸੀ।
ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦੀ ਜਨਮ ਤਾਰੀਖ ਕੀ ਹੈ?,"ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦਾ ਜਨਮ 18 ਜੂਨ 1630 ਨੂੰ ਪਾਤਨਾ ਸਾਹਿਬ, ਬਿਹਾਰ, ਭਾਰਤ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦੀ ਮੌਤ ਕਦੋਂ ਹੋਈ?,"ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦੀ ਮੌਤ 6 ਅਕਤੂਬਰ 1661 ਨੂੰ ਲਾਹੌਰ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਹੋਈ।"
ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਨੇ ਸਿੱਖ ਧਰਮ ਲਈ ਕੀ ਯੋਗਦਾਨ ਦਿੱਤਾ?,ਵੈਟਰਨਰੀ ਹਸਪਤਾਲ ਸਥਾਪਨਾ ਅਤੇ ਸਿਖ ਸੰਗਤ ਦੀ ਸੇਵਾਵਾਂ।
ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦੇ ਮਾਪੇ ਕੌਣ ਸਨ?,ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦੇ ਮਾਪੇ ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਜੀ ਅਤੇ ਮਾਤਾ ਸੁਖਰਣੀ ਜੀ ਸਨ।
ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਕੌਣ ਸੀ?,ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਮਾਤਾ ਰਾਹੂਲਾ ਜੀ ਸੀ।
ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦੀ ਜਨਮ ਤਾਰੀਖ ਕੀ ਹੈ?,"ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦਾ ਜਨਮ 7 ਜੁਲਾਈ 1656 ਨੂੰ ਦਿਲਲੀ ਹਾਰਮੰਦਿਰ, ਬਿਹਾਰ, ਭਾਰਤ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦੀ ਮੌਤ ਕਦੋਂ ਹੋਈ?,"ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦੀ ਮੌਤ 30 ਨਵੰਬਰ 1664 ਨੂੰ ਚੰਦਨੀ ਚੌਕ, ਦਿਲਲੀ, ਭਾਰਤ ਵਿੱਚ ਹੋਈ।"
ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਨੇ ਸਿੱਖ ਧਰਮ ਲਈ ਕੀ ਯੋਗਦਾਨ ਦਿੱਤਾ?,ਮਨੁੱਖਤਾ ਦਿੱਲ ਸਿੱਖਿਆ ਅਤੇ ਲੋਅ ਉਜਜੇ ਸੰਗਤ ਦਾ ਸੇਵਾ।
ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦੇ ਮਾਪੇ ਕੌਣ ਸਨ?,ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦੇ ਮਾਪੇ ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਅਤੇ ਮਾਤਾ ਰਾਹੂਲਾ ਜੀ ਸਨ।
ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਕੌਣ ਸੀ?,ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਬੱਚਾ ਨਹੀਂ ਸੀ।
ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੀ ਜਨਮ ਤਾਰੀਖ ਕੀ ਹੈ?,"ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦਾ ਜਨਮ 1 ਅਪ੍ਰੈਲ 1621 ਨੂੰ ਅੰਮ੍ਰਿਤਸਰ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੀ ਮੌਤ ਕਦੋਂ ਹੋਈ?,"ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੀ ਮੌਤ 11 ਨਵੰਬਰ 1675 ਨੂੰ ਸਤੀਯੋਗੀਠਾ, ਦਿਲਲੀ, ਭਾਰਤ ਵਿੱਚ ਹੋਈ।"
ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਨੇ ਸਿੱਖ ਧਰਮ ਲਈ ਕੀ ਯੋਗਦਾਨ ਦਿੱਤਾ?,ਧਰਮ ਸਵਤੰਤਰਤਾ ਲਈ ਸ਼ਹਾਦਤ।
ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੇ ਮਾਪੇ ਕੌਣ ਸਨ?,ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੇ ਮਾਪੇ ਗੁਰੂ ਹਰਿਰਾਇ ਜੀ ਅਤੇ ਮਾਤਾ ਰਾਹੂਲਾ ਜੀ ਸਨ।
ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਕੌਣ ਸੀ?,ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਮਾਤਾ ਨਾਨਕੀ ਜੀ ਸੀ।
ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੀ ਜਨਮ ਤਾਰੀਖ ਕੀ ਹੈ?,"ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦਾ ਜਨਮ 22 ਦਸੰਬਰ 1666 ਨੂੰ ਪਟਨਾ ਸਾਹਿਬ, ਬਿਹਾਰ, ਭਾਰਤ ਵਿੱਚ ਹੋਇਆ ਸੀ।"
ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੀ ਮੌਤ ਕਦੋਂ ਹੋਈ?,"ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੀ ਮੌਤ 7 ਅਕਤੂਬਰ 1708 ਨੂੰ ਫਤਹਿਗੜ੍ਹ ਸਾਹਿਬ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਹੋਈ।"
ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਨੇ ਸਿੱਖ ਧਰਮ ਲਈ ਕੀ ਯੋਗਦਾਨ ਦਿੱਤਾ?,ਖਾਲਸਾ ਪੰਥ ਦੀ ਸਥਾਪਨਾ ਅਤੇ ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਨੂੰ ਸਦਾ ਸੱਤਸਥਾਨ ਬਣਾਉਣਾ।
ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੇ ਮਾਪੇ ਕੌਣ ਸਨ?,ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੇ ਮਾਪੇ ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਅਤੇ ਮਾਤਾ ਨਾਨਕੀ ਜੀ ਸਨ।
ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਕੌਣ ਸੀ?,ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਦੀ ਜੀਵਨ ਸਾਥੀ ਮਾਤਾ ਜੀਤਿਆਕੋ ਸੀ।
ਖਾਲਸਾ ਪੰਥ ਕਦੋਂ ਸਥਾਪਿਤ ਹੋਇਆ?,ਖਾਲਸਾ ਪੰਥ ਦੀ ਸਥਾਪਨਾ 30 ਮਾਰਚ 1699 ਨੂੰ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਵੱਲੋਂ ਕੀਤਾ ਗਿਆ।
ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਨੂੰ ਸ਼ਹੀਦ ਕਿਵੇਂ ਕੀਤਾ ਗਿਆ?,ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਨੂੰ 30 ਮਈ 1606 ਨੂੰ ਲਾਹੌਰ ਵਿੱਚ ਸ਼ਹੀਦ ਕੀਤਾ ਗਿਆ ਸੀ।
ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਨੇ ਆਪਣੀ ਸ਼ਹਾਦਤ ਕਿਉਂ ਦਿੱਤੀ?,ਗੁਰੂ ਤੇਗ ਬਹਾਦਰ ਜੀ ਨੇ 11 ਨਵੰਬਰ 1675 ਨੂੰ ਧਰਮ ਸਵਤੰਤਰਤਾ ਲਈ ਦਿੱਲੀ 'ਚ ਆਪਣੀ ਸ਼ਹਾਦਤ ਦਿੱਤੀ।
ਅਕਾਲ ਤਖਤ ਕਿੱਥੇ ਸਥਿਤ ਹੈ?,"ਅਕਾਲ ਤਖਤ ਸ੍ਰੀ ਹਰਿਮੰਦਰ ਸਾਹਿਬ ਦੇ ਸਾਹਮਣੇ ਅੰਮ੍ਰਿਤਸਰ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿਚ ਸਥਿਤ ਹੈ।"
ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ ਦੀ ਰਚਨਾ ਕਿਸ ਨੇ ਕੀਤੀ?,ਆਦੀ ਗ੍ਰੰਥ (ਗੁਰੂ ਗ੍ਰੰਥ ਸਾਹਿਬ) ਦੀ ਸੰਪਾਦਨਾ ਗੁਰੂ ਅਰਜਨ ਦੇਵ ਜੀ ਵੱਲੋਂ ਕੀਤੀ ਗਈ।
ਨਾਨਕਸ਼ਾਹੀ ਕੈਲੰਡਰ ਕਦੋਂ ਅਪਣਾਇਆ ਗਿਆ?,ਨਾਨਕਸ਼ਾਹੀ ਕੈਲੰਡਰ ਨੂੰ 2003 ਵਿੱਚ ਅਧਿਕਾਰਿਕ ਰੂਪ ਵਿੱਚ ਅਪਣਾਇਆ ਗਿਆ।
ਵੈਸਾਖੀ ਕੀ ਹੈ?,ਵੈਸਾਖੀ 1699 ਵਿੱਚ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਜੀ ਵੱਲੋਂ ਖਾਲਸਾ ਪੰਥ ਦੀ ਸਥਾਪਨਾ ਯਾਦ ਕਰਨ ਲਈ ਮਨਾਈ ਜਾਂਦੀ ਹੈ।
ਲੰਗਰ ਕੀ ਹੈ?,ਲੰਗਰ ਸਿੱਖ ਸਭਿਆਚਾਰ ਦਾ ਹਿੱਸਾ ਹੈ ਜਿਸ ਵਿੱਚ ਹਰ ਵਿਅਕਤੀ ਨੂੰ ਇਕੱਠੇ ਬੈਠ ਕੇ ਨਿਸ਼ੁੱਲਤ ਭੋਜਨ ਪਰੋਸਿਆ ਜਾਂਦਾ ਹੈ।
ਮੁਕਤਸਰ ਦੀ ਜੰਗ ਕਦੋਂ ਹੋਈ?,ਮੁਕਤਸਰ ਦੀ ਜੰਗ 29 ਮਈ 1705 ਨੂੰ ਹੋਈ ਸੀ।
ਬੰਦਾ ਸਿੰਘ ਬਹਾਦਰ ਨੇ ਸਰਹਿੰਦ ਕਦੋਂ ਜਿੱਤਿਆ?,ਬੰਦਾ ਸਿੰਘ ਬਹਾਦਰ ਨੇ ਮਈ 1710 ਵਿੱਚ ਸਰਹਿੰਦ ਦੀ ਬਹਾਦਰੀ ਕੀਤੀ।
ਹਰਿਮੰਦਰ ਸਾਹਿਬ ਕਿੱਥੇ ਸਥਿਤ ਹੈ?,"ਹਰਿਮੰਦਰ ਸਾਹਿਬ ਅੰਮ੍ਰਿਤਸਰ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਸਥਿਤ ਹੈ।"
ਹਰਿਮੰਦਰ ਸਾਹਿਬ ਕਦੋਂ ਸਥਾਪਿਤ ਕੀਤਾ ਗਿਆ?,ਹਰਿਮੰਦਰ ਸਾਹਿਬ ਦੀ ਸਥਾਪਨਾ 1589 ਵਿੱਚ ਕੀਤੀ ਗਈ ਸੀ।
ਅਕਾਲ ਤਖਤ ਕਿੱਥੇ ਸਥਿਤ ਹੈ?,"ਅਕਾਲ ਤਖਤ ਹਰਿਮੰਦਰ ਸਾਹਿਬ, ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਸਥਿਤ ਹੈ।"
ਅਕਾਲ ਤਖਤ ਕਦੋਂ ਸਥਾਪਿਤ ਕੀਤਾ ਗਿਆ?,ਅਕਾਲ ਤਖਤ ਦੀ ਸਥਾਪਨਾ 1606 ਵਿੱਚ ਕੀਤੀ ਗਈ ਸੀ।
ਗੁਰਦੁਆਰਾ ਘਰ ਸਾਹਿਬ ਕਿੱਥੇ ਸਥਿਤ ਹੈ?,"ਗੁਰਦੁਆਰਾ ਘਰ ਸਾਹਿਬ ਪਟਨਾ ਸਾਹਿਬ, ਬਿਹਾਰ, ਭਾਰਤ ਵਿੱਚ ਸਥਿਤ ਹੈ।"
ਗੁਰਦੁਆਰਾ ਘਰ ਸਾਹਿਬ ਕਦੋਂ ਸਥਾਪਿਤ ਕੀਤਾ ਗਿਆ?,ਗੁਰਦੁਆਰਾ ਘਰ ਸਾਹਿਬ ਦੀ ਸਥਾਪਨਾ 1539 ਵਿੱਚ ਕੀਤੀ ਗਈ ਸੀ।
ਗੁਰਦੁਆਰਾ ਤਲਵੰਡੀ ਸਾਹਿਬ ਕਿੱਥੇ ਸਥਿਤ ਹੈ?,"ਗੁਰਦੁਆਰਾ ਤਲਵੰਡੀ ਸਾਹਿਬ ਨੰਕਾਣਾ ਸਾਹਿਬ, ਪਾਕਿਸਤਾਨ ਵਿੱਚ ਸਥਿਤ ਹੈ।"
ਗੁਰਦੁਆਰਾ ਤਲਵੰਡੀ ਸਾਹਿਬ ਕਦੋਂ ਸਥਾਪਿਤ ਕੀਤਾ ਗਿਆ?,ਗੁਰਦੁਆਰਾ ਤਲਵੰਡੀ ਸਾਹਿਬ ਦੀ ਸਥਾਪਨਾ 1469 ਵਿੱਚ ਕੀਤੀ ਗਈ ਸੀ।
ਦਮਦਮਾ ਸਾਹਿਬ ਕਿੱਥੇ ਸਥਿਤ ਹੈ?,"ਦਮਦਮਾ ਸਾਹਿਬ ਤਲਵੰਡੀ ਸਾਬੋ, ਪੰਜਾਬ, ਭਾਰਤ ਵਿੱਚ ਸਥਿਤ ਹੈ।"
ਦਮਦਮਾ ਸਾਹਿਬ ਕਦੋਂ ਸਥਾਪਿਤ ਕੀਤਾ ਗਿਆ?,ਦਮਦਮਾ ਸਾਹਿਬ ਦੀ ਸਥਾਪਨਾ 1705 ਵਿੱਚ ਕੀਤੀ ਗਈ ਸੀ।
ਵੈਸਾਖੀ ਕਦੋਂ ਮਨਾਈ ਜਾਂਦੀ ਹੈ?,ਵੈਸਾਖੀ ਐਪ੍ਰੈਲ ਮਹੀਨੇ ਵਿੱਚ ਮਨਾਈ ਜਾਂਦੀ ਹੈ।
ਵੈਸਾਖੀ ਦਾ ਕੀ ਮਹੱਤਵ ਹੈ?,ਖਾਲਸਾ ਪੰਥ ਦੀ ਸਥਾਪਨਾ ਨੂੰ ਯਾਦ ਕਰਨ ਲਈ ਮਨਾਇਆ ਜਾਣ ਵਾਲਾ ਤਿਉਹਾਰ ਹੈ।
ਹੋਲਾ ਮਹੱਲਾ ਕਦੋਂ ਮਨਾਈ ਜਾਂਦੀ ਹੈ?,ਹੋਲਾ ਮਹੱਲਾ ਮਾਰਚ/ਅਪ੍ਰੈਲ ਮਹੀਨੇ ਵਿੱਚ ਮਨਾਈ ਜਾਂਦੀ ਹੈ।
ਹੋਲਾ ਮਹੱਲਾ ਦਾ ਕੀ ਮਹੱਤਵ ਹੈ?,ਸਾਖੀ ਪ੍ਰਦਰਸ਼ਨ ਅਤੇ ਸ਼ਸਤ੍ਰ ਯੁੱਧਕਲਾ ਨੂੰ ਯਾਦ ਕਰਨ ਲਈ ਮਨਾਇਆ ਜਾਣ ਵਾਲਾ ਤਿਉਹਾਰ ਹੈ।
ਗੁਰਪੁਰਬ ਕਦੋਂ ਮਨਾਈ ਜਾਂਦੀ ਹੈ?,ਗੁਰਪੁਰਬ ਕਰਤਿਕ ਮਹੀਨੇ ਵਿੱਚ ਮਨਾਈ ਜਾਂਦੀ ਹੈ।
ਗੁਰਪੁਰਬ ਦਾ ਕੀ ਮਹੱਤਵ ਹੈ?,ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਦਾ ਪ੍ਰਕਾਸ਼ ਪੁਰਬ ਨੂੰ ਯਾਦ ਕਰਨ ਲਈ ਮਨਾਇਆ ਜਾਣ ਵਾਲਾ ਤਿਉਹਾਰ ਹੈ।
ਦੀਵਾਲੀ ਕਦੋਂ ਮਨਾਈ ਜਾਂਦੀ ਹੈ?,ਦੀਵਾਲੀ ਅਕਤੂਬਰ/ਨਵੰਬਰ ਮਹੀਨੇ ਵਿੱਚ ਮਨਾਈ ਜਾਂਦੀ ਹੈ।
ਦੀਵਾਲੀ ਦਾ ਕੀ ਮਹੱਤਵ ਹੈ?,ਬੰਧੇ ਬਣੀਆ ਦਾ ਮੁਕਤੀ ਦਿਹਾੜਾ ਨੂੰ ਯਾਦ ਕਰਨ ਲਈ ਮਨਾਇਆ ਜਾਣ ਵਾਲਾ ਤਿਉਹਾਰ ਹੈ।
ਮਾਘੀ ਕਦੋਂ ਮਨਾਈ ਜਾਂਦੀ ਹੈ?,ਮਾਘੀ ਜਨਵਰੀ/ਫਰਵਰੀ ਮਹੀਨੇ ਵਿੱਚ ਮਨਾਈ ਜਾਂਦੀ ਹੈ।
ਮਾਘੀ ਦਾ ਕੀ ਮਹੱਤਵ ਹੈ?,ਮੁਕਤਸਰ ਦੀ ਜੰਗ ਯਾਦ ਨੂੰ ਯਾਦ ਕਰਨ ਲਈ ਮਨਾਇਆ ਜਾਣ ਵਾਲਾ ਤਿਉਹਾਰ ਹੈ।
ਮਾਈ ਭਾਗੋ ਕੌਣ ਸੀ?,"ਮਾਈ ਭਾਗੋ ਇੱਕ ਸਿੱਖ ਯੋਧਾ ਸੀ, ਜੋ ਮੁਕਤਸਰ ਦੀ ਜੰਗ ਵਿੱਚ ਯੋਧਾ ਕੀਤੀ ਲਈ ਪ੍ਰਸਿੱਧ।"
ਮਾਈ ਭਾਗੋ ਦਾ ਕੀ ਯੋਗਦਾਨ ਹੈ?,ਮਾਈ ਭਾਗੋ ਨੇ ਮੁਕਤਸਰ ਦੀ ਜੰਗ ਵਿੱਚ ਯੋਧਾ ਕੀਤੀ ਵਿੱਚ ਯੋਗਦਾਨ ਦਿੱਤਾ।
ਭਾਈ ਤਾਰੂ ਸਿੰਘ ਕੌਣ ਸੀ?,"ਭਾਈ ਤਾਰੂ ਸਿੰਘ ਇੱਕ ਮਰਤੀਜ ਸਿੱਖ ਸੀ, ਜੋ ਸੀਸ ਕਟਾਉਣੀ ਲਈ ਤਿਆਰ ਲਈ ਪ੍ਰਸਿੱਧ।"
ਭਾਈ ਤਾਰੂ ਸਿੰਘ ਦਾ ਕੀ ਯੋਗਦਾਨ ਹੈ?,ਭਾਈ ਤਾਰੂ ਸਿੰਘ ਨੇ ਸੀਸ ਕਟਾਉਣੀ ਲਈ ਤਿਆਰ ਵਿੱਚ ਯੋਗਦਾਨ ਦਿੱਤਾ।
ਭਾਈ ਮਨਸੀੰਗ ਕੌਣ ਸੀ?,"ਭਾਈ ਮਨਸੀੰਗ ਇੱਕ ਧਾਰਮਿਕ ਚਾਰਤੀ ਸੀ, ਜੋ ਸਿੱਖ ਲੇਖਨ ਲਈ ਯੋਗਦਾਨ ਲਈ ਪ੍ਰਸਿੱਧ।"
ਭਾਈ ਮਨਸੀੰਗ ਦਾ ਕੀ ਯੋਗਦਾਨ ਹੈ?,ਭਾਈ ਮਨਸੀੰਗ ਨੇ ਸਿੱਖ ਲੇਖਨ ਲਈ ਯੋਗਦਾਨ ਵਿੱਚ ਯੋਗਦਾਨ ਦਿੱਤਾ।
ਬੰਦਾ ਸਿੰਘ ਬਹਾਦਰ ਕੌਣ ਸੀ?,"ਬੰਦਾ ਸਿੰਘ ਬਹਾਦਰ ਇੱਕ ਸਿੱਖ ਯੋਧਾ ਸੀ, ਜੋ ਸਰਹਿੰਦ ਦੀ ਬਹਾਦਰੀ ਅਤੇ ਖਾਲਸਾ ਰਾਜ ਦੀ ਸਥਾਪਨਾ ਲਈ ਪ੍ਰਸਿੱਧ।"
ਬੰਦਾ ਸਿੰਘ ਬਹਾਦਰ ਦਾ ਕੀ ਯੋਗਦਾਨ ਹੈ?,ਬੰਦਾ ਸਿੰਘ ਬਹਾਦਰ ਨੇ ਸਰਹਿੰਦ ਦੀ ਬਹਾਦਰੀ ਅਤੇ ਖਾਲਸਾ ਰਾਜ ਦੀ ਸਥਾਪਨਾ ਵਿੱਚ ਯੋਗਦਾਨ ਦਿੱਤਾ।
ਜੱਸਾ ਸਿੰਘ ਅਹੁਲੂਵਾਲੀਆ ਕੌਣ ਸੀ?,"ਜੱਸਾ ਸਿੰਘ ਅਹੁਲੂਵਾਲੀਆ ਇੱਕ ਮਿਸਲ ਦਾ ਨੇਤਾ ਸੀ, ਜੋ ਸ਼ੇਹਨਸ਼ਾਹਈ ਸਿੱਖਾਂ ਲਈ ਪ੍ਰੇਰਣਾ ਲਈ ਪ੍ਰਸਿੱਧ।"
ਜੱਸਾ ਸਿੰਘ ਅਹੁਲੂਵਾਲੀਆ ਦਾ ਕੀ ਯੋਗਦਾਨ ਹੈ?,ਜੱਸਾ ਸਿੰਘ ਅਹੁਲੂਵਾਲੀਆ ਨੇ ਸ਼ੇਹਨਸ਼ਾਹਈ ਸਿੱਖਾਂ ਲਈ ਪ੍ਰੇਰਣਾ ਵਿੱਚ ਯੋਗਦਾਨ ਦਿੱਤਾ।
